datetime,open,high,low,close,volume,symbol
2020-11-05 09:00:00+01:00,37.369998931884766,37.369998931884766,37.369998931884766,37.369998931884766,0.0,WIND.AS
2020-11-05 10:30:00+02:00,37.46500015258789,37.46500015258789,37.46500015258789,37.46500015258789,0.0,WIND.AS
2020-11-05 11:30:00+02:00,37.29999923706055,37.29999923706055,37.29999923706055,37.29999923706055,8.0,WIND.AS
2020-11-05 16:30:00+01:00,37.73500061035156,37.73500061035156,37.73500061035156,37.73500061035156,265.0,WIND.AS
2020-11-06 09:00:00+01:00,37.654998779296875,37.654998779296875,37.654998779296875,37.654998779296875,1.0,WIND.AS
2020-11-09 09:00:00+01:00,38.08000183105469,38.08000183105469,38.08000183105469,38.08000183105469,0.0,WIND.AS
2020-11-09 10:00:00+01:00,38.25,38.25,38.25,38.25,100.0,WIND.AS
2020-11-09 12:15:00+01:00,38.17499923706055,38.17499923706055,38.17499923706055,38.17499923706055,266.0,WIND.AS
2020-11-09 12:45:00+01:00,38.20000076293945,38.619998931884766,38.20000076293945,38.619998931884766,3101.0,WIND.AS
2020-11-09 13:30:00+01:00,40.029998779296875,40.150001525878906,40.029998779296875,40.150001525878906,260.0,WIND.AS
2020-11-09 13:45:00+01:00,40.03499984741211,40.03499984741211,40.03499984741211,40.03499984741211,150.0,WIND.AS
2020-11-09 14:15:00+01:00,40.0,40.43000030517578,40.0,40.43000030517578,32.0,WIND.AS
2020-11-09 15:15:00+01:00,40.59000015258789,40.59000015258789,40.59000015258789,40.59000015258789,0.0,WIND.AS
2020-11-09 16:30:00+01:00,39.400001525878906,39.400001525878906,39.400001525878906,39.400001525878906,4475.0,WIND.AS
2020-11-09 17:00:00+01:00,39.375,39.375,39.375,39.375,41.0,WIND.AS
2020-11-09 17:15:00+01:00,39.21500015258789,39.314998626708984,39.21500015258789,39.314998626708984,270.0,WIND.AS
2020-11-10 09:00:00+01:00,39.290000915527344,39.290000915527344,39.290000915527344,39.290000915527344,0.0,WIND.AS
2020-11-10 09:30:00+01:00,39.08000183105469,39.08000183105469,39.08000183105469,39.08000183105469,526.0,WIND.AS
2020-11-10 09:45:00+01:00,39.1150016784668,39.1150016784668,39.1150016784668,39.1150016784668,112.0,WIND.AS
2020-11-10 10:00:00+01:00,39.27000045776367,39.27000045776367,39.27000045776367,39.27000045776367,877.0,WIND.AS
2020-11-10 10:15:00+01:00,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,380.0,WIND.AS
2020-11-10 12:30:00+01:00,39.400001525878906,39.400001525878906,39.39500045776367,39.39500045776367,1365.0,WIND.AS
2020-11-10 13:45:00+01:00,39.369998931884766,39.369998931884766,39.369998931884766,39.369998931884766,295.0,WIND.AS
2020-11-10 14:30:00+01:00,39.20500183105469,39.20500183105469,39.20500183105469,39.20500183105469,37.0,WIND.AS
2020-11-10 17:00:00+01:00,39.630001068115234,39.630001068115234,39.630001068115234,39.630001068115234,385.0,WIND.AS
2020-11-10 17:15:00+01:00,39.689998626708984,39.689998626708984,39.689998626708984,39.689998626708984,127.0,WIND.AS
2020-11-11 09:00:00+01:00,39.755001068115234,39.755001068115234,39.755001068115234,39.755001068115234,0.0,WIND.AS
2020-11-11 09:15:00+01:00,39.79999923706055,39.79999923706055,39.79999923706055,39.79999923706055,0.0,WIND.AS
2020-11-11 09:45:00+01:00,39.849998474121094,39.849998474121094,39.849998474121094,39.849998474121094,3.0,WIND.AS
2020-11-11 10:30:00+01:00,39.849998474121094,39.849998474121094,39.849998474121094,39.849998474121094,54.0,WIND.AS
2020-11-11 11:00:00+01:00,39.845001220703125,39.845001220703125,39.845001220703125,39.845001220703125,30.0,WIND.AS
2020-11-11 13:00:00+01:00,40.0,40.0,40.0,40.0,40.0,WIND.AS
2020-11-11 14:45:00+02:00,40.01499938964844,40.01499938964844,40.0,40.0,114.0,WIND.AS
2020-11-11 15:00:00+01:00,39.970001220703125,39.970001220703125,39.970001220703125,39.970001220703125,56.0,WIND.AS
2020-11-11 16:15:00+01:00,39.70000076293945,39.70000076293945,39.59000015258789,39.59000015258789,166.0,WIND.AS
2020-11-11 16:30:00+01:00,39.69499969482422,39.69499969482422,39.69499969482422,39.69499969482422,5.0,WIND.AS
2020-11-11 17:15:00+01:00,39.78499984741211,39.78499984741211,39.78499984741211,39.78499984741211,35.0,WIND.AS
2020-11-12 09:00:00+01:00,39.26499938964844,39.26499938964844,39.26499938964844,39.26499938964844,1.0,WIND.AS
2020-11-12 11:00:00+02:00,39.13999938964844,39.13999938964844,39.13999938964844,39.13999938964844,0.0,WIND.AS
2020-11-12 12:30:00+02:00,39.310001373291016,39.310001373291016,39.310001373291016,39.310001373291016,200.0,WIND.AS
2020-11-12 14:15:00+01:00,39.1349983215332,39.1349983215332,39.1349983215332,39.1349983215332,91.0,WIND.AS
2020-11-12 15:45:00+01:00,39.224998474121094,39.224998474121094,39.224998474121094,39.224998474121094,150.0,WIND.AS
2020-11-12 16:45:00+01:00,39.34000015258789,39.34000015258789,39.34000015258789,39.34000015258789,40.0,WIND.AS
2020-11-13 09:00:00+01:00,39.14500045776367,39.14500045776367,39.14500045776367,39.14500045776367,0.0,WIND.AS
2020-11-13 09:15:00+01:00,39.11000061035156,39.11000061035156,39.11000061035156,39.11000061035156,75.0,WIND.AS
2020-11-13 09:30:00+01:00,39.16999816894531,39.17499923706055,39.16999816894531,39.17499923706055,256.0,WIND.AS
2020-11-13 11:15:00+02:00,39.244998931884766,39.244998931884766,39.244998931884766,39.244998931884766,25.0,WIND.AS
2020-11-13 11:30:00+02:00,39.30500030517578,39.30500030517578,39.30500030517578,39.30500030517578,180.0,WIND.AS
2020-11-13 10:45:00+01:00,39.30500030517578,39.30500030517578,39.30500030517578,39.30500030517578,128.0,WIND.AS
2020-11-13 15:15:00+01:00,39.130001068115234,39.130001068115234,39.130001068115234,39.130001068115234,34.0,WIND.AS
2020-11-13 16:15:00+01:00,39.369998931884766,39.38999938964844,39.369998931884766,39.38999938964844,427.0,WIND.AS
